origin_no	sort_id	token	number	frequency
29842	2641	considered	635186	1.398e-04
29843	2609	site	634356	1.396e-04
29844	2622	project	633097	1.394e-04
29845	2384	2005	632367	1.392e-04
29846	2686	space	632041	1.391e-04
29847	2621	summer	631548	1.390e-04
29848	2953	##or	630525	1.388e-04
29849	2601	dark	630410	1.388e-04
29850	2906	##ar	629348	1.385e-04
29851	3089	##ri	629160	1.385e-04
29852	2604	board	627713	1.382e-04
29853	2743	ran	627543	1.381e-04
29854	2523	association	627288	1.381e-04
29855	2777	met	627204	1.381e-04
29856	2769	money	626646	1.379e-04
29857	7842	sa	626500	1.379e-04
29858	2683	##9	625896	1.378e-04
29859	2935	lord	625562	1.377e-04
29860	2682	above	624328	1.374e-04
29861	2508	james	624199	1.374e-04
29862	2620	##8	623304	1.372e-04
29863	2791	##ness	622056	1.369e-04
29864	2707	start	621373	1.368e-04
29865	2528	championship	621226	1.367e-04
29866	2644	stop	619997	1.365e-04
29867	2665	green	619934	1.365e-04
29868	2709	return	618982	1.362e-04
29869	11265	ne	618857	1.362e-04
29870	2614	sound	618482	1.361e-04
29871	2549	##4	616959	1.358e-04
29872	3217	##ro	616553	1.357e-04
29873	2869	##rs	614530	1.353e-04
29874	2645	battle	613605	1.351e-04
29875	2741	sent	612921	1.349e-04
29876	2891	##os	610012	1.343e-04
29877	2548	royal	608739	1.340e-04
29878	2691	common	608481	1.339e-04
29879	2674	match	606404	1.335e-04
29880	2659	low	604886	1.331e-04
29881	1058	v	603552	1.328e-04
29882	2630	blue	602940	1.327e-04
29883	2850	##da	602029	1.325e-04
29884	2667	trying	601810	1.325e-04
29885	2653	language	601785	1.325e-04
29886	2758	says	601282	1.323e-04
29887	1028	>	601250	1.323e-04
29888	2611	girl	600957	1.323e-04
29889	2570	22	599451	1.319e-04
29890	2668	blood	599429	1.319e-04
29891	2725	doing	599412	1.319e-04
29892	2862	list	598064	1.316e-04
29893	2739	news	597418	1.315e-04
29894	2716	brought	596694	1.313e-04
29895	4012	com	596576	1.313e-04
29896	2698	seven	595410	1.311e-04
29897	2732	star	595276	1.310e-04
29898	2652	playing	595111	1.310e-04
29899	2724	event	594570	1.309e-04
29900	2775	child	594283	1.308e-04
29901	2693	move	592516	1.304e-04
29902	2631	founded	591722	1.302e-04
29903	2738	rather	590469	1.300e-04
29904	2658	professional	590390	1.300e-04
29905	2735	turn	590181	1.299e-04
29906	2843	lot	588797	1.296e-04
29907	2520	william	588318	1.295e-04
29908	2833	food	588070	1.294e-04
29909	2706	months	587709	1.294e-04
29910	2860	##w	586874	1.292e-04
29911	2699	tried	585051	1.288e-04
29912	2768	stood	584586	1.287e-04
29913	2544	version	583711	1.285e-04
29914	3011	earth	583602	1.285e-04
29915	2634	india	583259	1.284e-04
29916	2821	oh	582788	1.283e-04
29917	1060	x	582614	1.282e-04
29918	3126	##ur	581433	1.280e-04
29919	2578	services	580700	1.278e-04
29920	2637	america	580116	1.277e-04
29921	2692	##0	580071	1.277e-04
29922	2432	2004	579624	1.276e-04
29923	2684	daughter	579251	1.275e-04
29924	2723	floor	579233	1.275e-04
29925	2787	decided	578289	1.273e-04
29926	2714	similar	578177	1.273e-04
29927	2755	fact	578034	1.272e-04
29928	2690	middle	576488	1.269e-04
29929	2736	finished	575986	1.268e-04
29930	4942	sub	575796	1.267e-04
29931	2746	coming	575726	1.267e-04
29932	2733	week	574918	1.265e-04
29933	2742	example	574563	1.265e-04
29934	2729	care	574043	1.264e-04
29935	2767	friend	573763	1.263e-04
29936	2519	feet	573634	1.263e-04
29937	2854	##ry	573257	1.262e-04
29938	9152	ni	573026	1.261e-04
29939	2813	wall	572811	1.261e-04
29940	2757	dead	572585	1.260e-04
29941	2603	23	572468	1.260e-04
29942	2642	northern	572247	1.260e-04
29943	2577	george	571140	1.257e-04
29944	2718	hit	570809	1.256e-04
29945	2456	2000	569576	1.254e-04
29946	2795	table	568926	1.252e-04
29947	10958	ra	568401	1.251e-04
29948	2715	modern	568153	1.251e-04
29949	2647	european	567425	1.249e-04
29950	2678	video	566266	1.246e-04
29951	2744	term	565897	1.246e-04
29952	2750	despite	565070	1.244e-04
29953	5675	formula	564556	1.243e-04
29954	2640	design	564380	1.242e-04
29955	2765	result	562980	1.239e-04
29956	2903	believe	562455	1.238e-04
29957	2670	southern	562431	1.238e-04
29958	2669	##ton	561624	1.236e-04
29959	2720	mr	559471	1.231e-04
29960	3127	chapter	559436	1.231e-04
29961	2819	##um	557629	1.227e-04
29962	2660	australia	556654	1.225e-04
29963	2585	david	556015	1.224e-04
29964	2719	formed	555618	1.223e-04
29965	2855	quickly	555557	1.223e-04
29966	2605	france	554762	1.221e-04
29967	2785	kind	552788	1.217e-04
29968	2790	seemed	552003	1.215e-04
29969	2703	paul	550878	1.213e-04
29970	2679	race	550609	1.212e-04
29971	6887	ph	550450	1.212e-04
29972	2751	gold	550425	1.212e-04
29973	3393	le	550321	1.211e-04
29974	2700	elected	549970	1.211e-04
29975	2734	needed	549630	1.210e-04
29976	2912	##ka	549063	1.209e-04
29977	2825	possible	548877	1.208e-04
29978	2793	bed	548871	1.208e-04
29979	2776	eventually	548742	1.208e-04
29980	2680	recorded	547405	1.205e-04
29981	2911	ship	547268	1.205e-04
29982	2824	events	547108	1.204e-04
29983	3490	##ni	546869	1.204e-04
29984	1026	<	544079	1.198e-04
29985	2923	##ist	543788	1.197e-04
29986	4748	ad	543767	1.197e-04
29987	2781	minutes	543565	1.196e-04
29988	2851	morning	543519	1.196e-04
29989	2606	hair	542769	1.195e-04
29990	2608	arms	541656	1.192e-04
29991	2814	friends	541280	1.191e-04
29992	11320	lu	540732	1.190e-04
29993	2713	release	539280	1.187e-04
29994	3103	sun	537908	1.184e-04
29995	2878	whole	537497	1.183e-04
29996	2752	areas	537491	1.183e-04
29997	2662	california	537266	1.183e-04
29998	2731	training	536109	1.180e-04
29999	2832	process	536043	1.180e-04
30000	2808	books	535424	1.179e-04
30001	2697	lake	534622	1.177e-04
30002	2764	developed	534557	1.177e-04
30003	2806	style	534525	1.177e-04
30004	2801	idea	533701	1.175e-04
30005	2969	self	533688	1.175e-04
30006	3367	##st	533169	1.174e-04
30007	2772	signed	532944	1.173e-04
30008	2701	closed	532169	1.171e-04
30009	3424	anti	531456	1.170e-04
30010	2884	##el	531195	1.169e-04
30011	2802	throughout	530200	1.167e-04
30012	2749	forces	530114	1.167e-04
30013	2685	points	529930	1.166e-04
30014	2629	##5	529820	1.166e-04
30015	2704	minister	529583	1.166e-04
30016	2730	killed	529533	1.166e-04
30017	2812	mean	529294	1.165e-04
30018	3501	##j	529137	1.165e-04
30019	18856	cl	527198	1.160e-04
30020	2817	study	524685	1.155e-04
30021	2708	chief	524192	1.154e-04
30022	2794	added	523822	1.153e-04
30023	2656	26	523790	1.153e-04
30024	2865	media	523312	1.152e-04
30025	2763	probably	523243	1.152e-04
30026	3347	bar	523223	1.152e-04
30027	2784	deep	522780	1.151e-04
30028	1050	n	522644	1.150e-04
30029	2654	28	521897	1.149e-04
30030	2809	eight	521645	1.148e-04
30031	6904	fa	520865	1.146e-04
30032	2770	running	520442	1.146e-04
30033	3775	##ti	520087	1.145e-04
30034	2779	average	519582	1.144e-04
30035	2815	remained	517831	1.140e-04
30036	2759	popular	517174	1.138e-04
30037	2849	arm	516415	1.137e-04
30038	2804	addition	515391	1.134e-04
30039	4830	da	515240	1.134e-04
30040	2676	27	514526	1.133e-04
30041	17710	ke	514326	1.132e-04
30042	2805	appointed	513927	1.131e-04
30043	3334	##ter	513924	1.131e-04
30044	2710	canada	512990	1.129e-04
30045	2842	else	512684	1.128e-04
30046	8292	ce	512676	1.128e-04
30047	2933	plan	512076	1.127e-04
30048	2800	available	511260	1.125e-04
30049	3597	##co	511150	1.125e-04
30050	2788	usually	510448	1.124e-04
30051	2823	sometimes	510046	1.123e-04
30052	2893	getting	509999	1.123e-04
30053	3054	mid	509041	1.120e-04
30054	2753	50	508077	1.118e-04
30055	2780	teams	506828	1.116e-04
30056	3366	##se	506567	1.115e-04
30057	4135	##lo	505561	1.113e-04
30058	2939	walked	504707	1.111e-04
30059	3070	##ng	504090	1.110e-04
30060	2636	records	503969	1.109e-04
30061	2847	hours	503961	1.109e-04
30062	2494	2003	503844	1.109e-04
30063	2828	type	503535	1.108e-04
30064	2872	placed	503367	1.108e-04
30065	2650	track	502241	1.105e-04
30066	2831	talk	501939	1.105e-04
30067	13433	po	501807	1.105e-04
30068	2783	current	501593	1.104e-04
30069	2834	debut	501508	1.104e-04
30070	2844	strong	501235	1.103e-04
30071	2879	boy	499957	1.100e-04
30072	8840	lo	498576	1.097e-04
30073	3406	##to	498310	1.097e-04
30074	2761	originally	497081	1.094e-04
30075	12170	bi	496931	1.094e-04
30076	2754	stage	496519	1.093e-04
30077	2694	tv	496351	1.093e-04
30078	2965	means	494783	1.089e-04
30079	3022	##as	493483	1.086e-04
30080	2839	character	493414	1.086e-04
30081	9033	si	492616	1.084e-04
30082	2853	sold	491729	1.082e-04
30083	12098	ar	491570	1.082e-04
30084	2925	future	491329	1.081e-04
30085	2937	##ian	490530	1.080e-04
30086	11867	sp	490023	1.079e-04
30087	2830	forward	488884	1.076e-04
30088	2737	railway	488574	1.075e-04
30089	8038	ya	488256	1.075e-04
30090	2964	##ism	488022	1.074e-04
30091	2947	thus	487407	1.073e-04
30092	2747	currently	487243	1.072e-04
30093	2835	seat	487151	1.072e-04
30094	2789	eastern	487116	1.072e-04
30095	2810	construction	487048	1.072e-04
30096	2909	sir	486353	1.071e-04
30097	2895	action	485501	1.069e-04
30098	2646	toward	483562	1.064e-04
30099	2797	private	483548	1.064e-04
30100	2774	songs	483267	1.064e-04
133	4241	du	483183	1.064e-04
40	2778	tour	481591	1.060e-04
238	2766	pulled	480665	1.058e-04
349	2841	herself	480108	1.057e-04
168	3071	everyone	479940	1.056e-04
383	2978	bit	479522	1.055e-04
44	2526	2002	478953	1.054e-04
59	3630	##no	477997	1.052e-04
58	2877	leading	477617	1.051e-04
126	2902	hospital	476779	1.049e-04
726	2962	stone	476515	1.049e-04
37	2846	range	476484	1.049e-04
46	3046	try	475992	1.048e-04
36	20934	bu	475234	1.046e-04
144	19817	tr	474979	1.045e-04
368	2936	longer	474883	1.045e-04
127	2943	energy	474589	1.045e-04
1	2796	indian	474326	1.044e-04
184	2926	especially	474088	1.044e-04
216	3401	##ce	473877	1.043e-04
211	2920	involved	473822	1.043e-04
273	3148	##ya	473650	1.043e-04
307	2803	centre	473227	1.042e-04
325	3565	super	472928	1.041e-04
376	2892	cross	472761	1.041e-04
79	2979	passed	472684	1.040e-04
101	2799	route	472641	1.040e-04
882	3038	saying	472615	1.040e-04
577	2541	2001	472376	1.040e-04
785	2816	schools	471963	1.039e-04
80	2886	attack	471952	1.039e-04
4622	2894	alone	471740	1.038e-04
417	7861	em	471638	1.038e-04
247	2927	beginning	471451	1.038e-04
416	2688	museum	471127	1.037e-04
6451	2873	coach	470875	1.036e-04
100	13970	ku	468540	1.031e-04
7088	10722	tu	468164	1.030e-04
43	2993	itself	467487	1.029e-04
5	2898	wide	467398	1.029e-04
391	2941	actually	467312	1.029e-04
143	2916	rights	466976	1.028e-04
254	2904	changed	465199	1.024e-04
555	2756	29	464715	1.023e-04
286	3016	bay	464702	1.023e-04
563	2762	germany	464434	1.022e-04
54	2924	bank	463988	1.021e-04
690	2867	players	462984	1.019e-04
284	10768	fe	462553	1.018e-04
490	6819	vi	462213	1.017e-04
156	2829	brown	462085	1.017e-04
926	3191	read	461939	1.017e-04
354	2881	designed	461261	1.015e-04
452	2963	hear	459020	1.010e-04
1612	2859	china	458851	1.010e-04
594	2745	michael	458632	1.009e-04
53	11382	ki	458558	1.009e-04
76	2837	committee	458046	1.008e-04
311	3012	##ity	458026	1.008e-04
779	5302	##mo	455119	1.002e-04
405	2921	kept	454366	1.000e-04
815	10514	su	454148	9.996e-05
1401	15775	cha	453870	9.990e-05
692	2880	official	453646	9.985e-05
5479	2882	grand	453567	9.983e-05
503	2896	lower	453434	9.980e-05
5443	3286	##am	453227	9.976e-05
2101	2928	mark	451659	9.941e-05
27938	2930	section	451097	9.929e-05
28716	14855	ja	451058	9.928e-05
7674	2838	features	450866	9.924e-05
28682	2677	mouth	450081	9.907e-05
27840	2827	australian	449155	9.886e-05
28973	28667	rec	449002	9.883e-05
17218	3008	parents	448912	9.881e-05
28539	2726	thomas	448514	9.872e-05
19076	3215	##ts	447416	9.848e-05
28777	8670	ba	447088	9.841e-05
10732	2940	hill	447028	9.839e-05
28477	3013	cut	446837	9.835e-05
28542	2864	performed	446293	9.823e-05
28013	2931	female	446116	9.819e-05
21515	2929	movement	445988	9.817e-05
28294	3015	writing	445956	9.816e-05
28766	3105	job	445387	9.803e-05
28439	8915	te	444956	9.794e-05
24344	2988	reported	444890	9.792e-05
28579	2973	lived	444830	9.791e-05
2203	3043	matter	444732	9.789e-05
28495	2967	groups	444696	9.788e-05
28506	2951	data	444673	9.788e-05
10365	2728	robert	444572	9.785e-05
28004	2885	europe	444096	9.775e-05
27137	2949	completed	442613	9.742e-05
28252	2918	base	441927	9.727e-05
27965	2907	hold	441871	9.726e-05
7927	2917	below	441696	9.722e-05
28484	2866	uk	441380	9.715e-05
20051	2985	spent	441068	9.708e-05
28434	2836	performance	440882	9.704e-05
28548	2966	medical	440756	9.701e-05
18695	2952	captain	440032	9.685e-05
24946	2983	kingdom	439082	9.665e-05
6463	21877	pe	438581	9.654e-05
28279	2915	shot	438490	9.652e-05
27928	3972	del	438137	9.644e-05
17332	3019	natural	437953	9.640e-05
28422	3209	themselves	437578	9.631e-05
28056	2463	km	437435	9.628e-05
28160	6970	inter	437242	9.624e-05
28886	12731	cu	437004	9.619e-05
28700	2905	sister	436555	9.609e-05
28937	2897	network	436503	9.608e-05
28554	3031	onto	436156	9.600e-05
28865	3567	##va	436121	9.599e-05
27949	2874	province	436113	9.599e-05
28496	12436	va	435905	9.595e-05
28735	2989	##ling	435896	9.594e-05
28676	2975	leaving	435837	9.593e-05
28710	3040	master	435813	9.593e-05
28708	2946	size	435324	9.582e-05
28911	2991	fall	434708	9.568e-05
28835	3062	fell	434617	9.566e-05
28858	3372	##nt	433919	9.551e-05
28746	3198	ask	433908	9.551e-05
28962	3527	##do	433890	9.550e-05
28893	3669	##li	433670	9.545e-05
28803	3025	previous	433664	9.545e-05
28878	2994	stay	433381	9.539e-05
28844	2820	institute	433328	9.538e-05
28863	2959	fourth	433316	9.538e-05
28606	2870	myself	432569	9.521e-05
28873	3540	##ca	432243	9.514e-05
28785	2922	largest	431989	9.508e-05
28889	3064	##ted	431639	9.501e-05
28813	3047	happened	431563	9.499e-05
28917	2942	civil	430584	9.478e-05
28983	23564	za	430544	9.477e-05
28925	2913	studies	430265	9.471e-05
28724	2958	bridge	430105	9.467e-05
28418	20228	pl	429102	9.445e-05
28945	6523	refer	428928	9.441e-05
29021	2782	festival	428809	9.438e-05
30101	2908	gone	428725	9.437e-05
28957	3114	reason	428607	9.434e-05
29078	2856	directed	428548	9.433e-05
27727	2954	fight	428127	9.423e-05
28604	2945	families	426928	9.397e-05
28426	3085	##able	426015	9.377e-05
27735	7632	hi	425935	9.375e-05
28295	3995	##go	425497	9.366e-05
28859	2992	raised	425243	9.360e-05
29046	3305	understand	425238	9.360e-05
30102	3158	van	424805	9.350e-05
29006	3039	allowed	424650	9.347e-05
28949	2944	model	424507	9.344e-05
8906	3090	stated	424362	9.341e-05
13340	20996	ro	423981	9.332e-05
17986	3032	countries	423878	9.330e-05
15253	2972	entire	423322	9.318e-05
12517	2976	federal	423220	9.315e-05
28025	2883	census	422539	9.300e-05
23978	3030	stopped	422364	9.297e-05
25564	3005	whose	422285	9.295e-05
27924	2840	arts	422252	9.294e-05
13840	6090	pan	421968	9.288e-05
21888	2984	mary	421780	9.284e-05
11707	4095	##sh	421725	9.283e-05
27316	3258	##ion	421422	9.276e-05
28118	3160	question	421266	9.272e-05
19332	3086	attention	421053	9.268e-05
13893	3024	provided	420972	9.266e-05
27895	3520	sam	420875	9.264e-05
28767	3154	clear	420704	9.260e-05
16710	4441	jesus	420625	9.258e-05
11249	3020	higher	420159	9.248e-05
28015	2868	smile	418847	9.219e-05
24214	2980	hot	418099	9.203e-05
27825	4297	inc	417812	9.196e-05
28022	2899	washington	417474	9.189e-05
24030	3056	certain	417326	9.186e-05
10110	2950	includes	416990	9.178e-05
9445	3037	interest	416322	9.164e-05
7677	3006	market	416021	9.157e-05
17967	16405	pu	415692	9.150e-05
10372	2871	40	415298	9.141e-05
20171	3351	##ge	414657	9.127e-05
17958	2822	chinese	414598	9.126e-05
16865	2639	1999	413756	9.107e-05
9926	2934	professor	413219	9.095e-05
9206	2798	charles	413192	9.095e-05
20428	2961	officer	412693	9.084e-05
9868	2792	episode	411921	9.067e-05
8809	3095	staff	411797	9.064e-05
9656	3014	degree	411543	9.058e-05
6953	3168	sense	411142	9.050e-05
15035	2987	doesn	411106	9.049e-05
6683	6187	ca	409678	9.017e-05
10729	3133	entered	409192	9.007e-05
15648	3041	earlier	408945	9.001e-05
27836	3087	anyone	408824	8.999e-05
26120	3170	##ine	407942	8.979e-05
27748	3007	capital	407106	8.961e-05
19111	2861	31	407053	8.960e-05
27572	3167	personal	406929	8.957e-05
28202	3281	smiled	406681	8.951e-05
28701	12609	2020	406346	8.944e-05
28313	2986	fine	406272	8.942e-05
28684	4048	##hi	405965	8.936e-05
20167	3073	provide	405353	8.922e-05
28204	2971	competition	404822	8.910e-05
22366	3243	quite	404739	8.909e-05
28750	2914	academy	404468	8.903e-05
28564	3094	command	404414	8.902e-05
27435	3736	##sa	404156	8.896e-05
28458	4305	##di	404093	8.894e-05
28807	7361	##op	403562	8.883e-05
28891	3036	security	402919	8.869e-05
28818	3081	via	402771	8.865e-05
28942	3003	leader	402663	8.863e-05
28633	3113	meet	402516	8.860e-05
28829	2848	peter	402401	8.857e-05
28790	13102	##sp	402361	8.856e-05
28862	9686	es	402288	8.855e-05
28727	3017	christian	402269	8.854e-05
28874	3021	bill	402082	8.850e-05
28826	3413	pass	402065	8.850e-05
28861	11338	mc	402012	8.849e-05
28780	3066	deal	401729	8.842e-05
28641	3619	##ns	401718	8.842e-05
28709	3033	parts	401453	8.836e-05
28908	5622	li	400555	8.817e-05
28823	3112	success	400324	8.811e-05
28867	3268	lives	399785	8.800e-05
28836	2999	replaced	399591	8.795e-05
28714	3116	meeting	399337	8.790e-05
28805	3239	eye	399182	8.786e-05
28830	3034	conference	399055	8.784e-05
28966	2977	tournament	398989	8.782e-05
29025	3267	nature	398807	8.778e-05
28882	3092	ended	398224	8.765e-05
28853	3065	shows	397615	8.752e-05
27759	2981	independent	397527	8.750e-05
27909	3325	experience	397259	8.744e-05
28379	2932	magazine	396950	8.737e-05
28374	3183	whom	396183	8.720e-05
26581	3084	makes	396054	8.717e-05
28105	3110	feeling	395561	8.707e-05
28336	9413	er	395091	8.696e-05
28226	3145	key	394912	8.692e-05
28550	2956	featured	394882	8.692e-05
28023	8569	##bu	394757	8.689e-05
28981	2996	studio	394705	8.688e-05
28062	3129	husband	394200	8.677e-05
27986	2974	technology	394183	8.676e-05
28929	3246	hope	393921	8.671e-05
27867	3061	standing	393703	8.666e-05
28921	11113	ab	393382	8.659e-05
28197	3232	couple	393271	8.656e-05
28398	3045	winning	393225	8.655e-05
28135	3676	##ba	393165	8.654e-05
29024	3193	view	392262	8.634e-05
28312	3111	##ies	392097	8.630e-05
28994	2876	wouldn	392093	8.630e-05
28533	3042	phone	391885	8.626e-05
28285	3049	campaign	391761	8.623e-05
28282	11937	ta	391333	8.614e-05
27899	3123	rose	391214	8.611e-05
28287	2990	jack	390723	8.600e-05
25265	10424	fr	390639	8.598e-05
28086	3001	systems	390472	8.595e-05
6187	3125	goal	390450	8.594e-05
14102	3201	ready	390279	8.590e-05
27871	3048	moving	390142	8.587e-05
19397	19739	gu	389975	8.584e-05
28212	2845	russian	389612	8.576e-05
27673	4937	cat	389611	8.576e-05
27493	3023	coast	389396	8.571e-05
27666	3283	ago	389241	8.568e-05
22237	3026	senior	388451	8.550e-05
28141	3029	organization	388294	8.547e-05
21974	4502	##pa	388261	8.546e-05
28068	2687	1998	387920	8.538e-05
25675	3182	places	387039	8.519e-05
27529	3233	stand	386963	8.517e-05
28051	2948	aircraft	386591	8.509e-05
28429	3468	##ble	386170	8.500e-05
28207	3231	test	386156	8.500e-05
28499	3288	bring	385933	8.495e-05
19554	3477	pay	385605	8.488e-05
28225	2900	japan	385044	8.475e-05
28500	4078	des	384704	8.468e-05
19058	3282	gun	384361	8.460e-05
25058	15544	ri	383752	8.447e-05
24807	3143	complete	383227	8.435e-05
18868	2887	japanese	382713	8.424e-05
11258	3098	opening	382592	8.421e-05
20992	3134	weeks	382528	8.420e-05
27114	3141	related	382477	8.419e-05
11569	16216	ge	380842	8.383e-05
28288	3188	prior	380606	8.377e-05
18909	3654	##ga	380478	8.375e-05
28914	2982	awards	380430	8.374e-05
28046	3018	awarded	380014	8.364e-05
28205	3265	individual	379906	8.362e-05
27925	25022	ci	379706	8.358e-05
28110	2888	henry	379652	8.356e-05
29104	2675	square	379435	8.352e-05
28897	3102	kill	379322	8.349e-05
28717	3028	valley	378655	8.335e-05
28165	3147	cold	378594	8.333e-05
29082	3211	##ki	378358	8.328e-05
28127	3080	older	378028	8.321e-05
28245	3251	whether	377694	8.313e-05
28311	3053	nearly	377595	8.311e-05
28433	3409	camp	377456	8.308e-05
26897	3291	problem	377442	8.308e-05
28563	3130	previously	377310	8.305e-05
28220	3060	african	376968	8.297e-05
28233	3526	cell	376851	8.295e-05
28137	3342	remember	376843	8.295e-05
28824	3841	ben	376455	8.286e-05
28729	3166	author	376439	8.286e-05
